catalog_sheet,catalog_row,source_domain,major_area,code,dataset,university_scope,delivery_type,provider,source_url,available_years,analysis_unit,major_fields,provision_level,school_code_available,seventy_percent_rule,priority,panel_relevance,download_status,notes
"고등교육통계(7종, 102테이블)",69,고등교육통계,학생,0246,학생편제정원현황_대학원,대학원,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2013,대학·학교,"조사년도,학교구분명,본분교명,계열구분명,3년전8학기편제정원학생수,2년전8학기편제정원학생수,1년전8학기편제정원학생수,금년도8학기편제정원학생수,2년전6학기편제정원학생수,1년전6학기편제정원학생수,금년도6학기편제정원학생수,2년전5학기편제정원학생수,1년전5학기편제정원학생수,금년도5학기편제정원학생수,1년전4학기편제정원학생수,금년도4학기편제정원학생수",,Y,,3,primary,catalogued_not_downloaded,
"고등교육통계(7종, 102테이블)",70,고등교육통계,학생,0246,학생편제정원현황_대학원,대학원,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2014~2025,대학·학교,"조사년도,학교구분명,본분교명,계열구분명,학기통합명,인원구분명,학생편제정원_대학원_인원수",,Y,,3,primary,catalogued_not_downloaded,
"고등교육통계(7종, 102테이블)",71,고등교육통계,학생,0247,산학협동과정입학정원현황_대학원,대학원,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2025,대학·학과,"조사년도,학교구분명,시도명,학위과정구분명,단과대학명,학과명,학과특성명,수업연한명,산학협동과정_대학원_입학정원수",,Y,,3,primary,catalogued_not_downloaded,
"고등교육통계(7종, 102테이블)",72,고등교육통계,학생,0248,학위취득및취득후상황_대학원,대학원,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2013,대학·학과,"조사년도,학교구분명,석박사구분명,성별명,단과대학명,학과명,학과특성명,대학원_학위취득자수,진학자수,취업자수,학위취득및취득후상황_대학원_입대학생수,외국유학생수,취업불가능자수,기타수,미상수,제외인정자수,무직자수",,Y,,3,primary,catalogued_not_downloaded,
"고등교육통계(7종, 102테이블)",73,고등교육통계,학생,0248,학위취득및취득후상황_대학원,대학원,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2014~2022,대학·학과,"조사년도,학교구분명,석박사구분명,성별명,학위과정구분명,단과대학명,학과명,학과특성명,수업연한명,정원외학위취득자수,진학자수,취업자수,학위취득및취득후상황_대학원_입대학생수,외국유학생수,취업불가능자수,기타수,미상수,제외인정자수,무직자수,정원내학위취득자수",,Y,,3,primary,catalogued_not_downloaded,
"고등교육통계(7종, 102테이블)",74,고등교육통계,학생,0249,학위취득상황_대학원_공동운영,대학원,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2010~2025,대학·학과,"조사년도,학교구분명,석박사구분명,성별명,학위과정구분명,단과대학명,학과명,학과특성명,수업연한명,국내외구분명,학위취득자수",,Y,,3,primary,catalogued_not_downloaded,
"고등교육통계(7종, 102테이블)",75,고등교육통계,교직원,0301,총원장및전임교원현황,전체,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2013,대학·학과,"조사년도,학교구분명,보직여부,연금가입여부,타대학근무경험여부,본교출신여부,임상강의여부,징계기간월수,징계사유내용,징계처분년도,안식년횟수,안식년기간월수,현직위승진일자,임용종료일자,임용시작일자,본대학근무년수,사외이사회사명,사외이사기간월수,주당전공실기수업시간,주당전공이론수업시간,최근근무대학근무기간월수,기금교수여부,학위취득년도,출신학과명,겸직기간월수,타대학근무년수,산업체근무년수,파견연장기간월수,담당과목명,일련번호,주당교양수업시간,주당전공수업시간,파견당초기간월수,파견직위명,파견사유내용,복직일자,퇴직일자,휴직횟수,휴직기간월수,휴직일자,재임용횟수,재임용일자,신규채용여부,성별명,학위취득국가명,국가명,대학교연령명,전임교원직위명,학과명,학위과정구분명,전공명,시도명,기준소득월액구간명,호봉명,교원동태구분명,총원장및전임교원_교원수",,Y,,3,primary,catalogued_not_downloaded,
"고등교육통계(7종, 102테이블)",76,고등교육통계,교직원,0301,총원장및전임교원현황,전체,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2014~2025,대학·학과,"조사년도,학교구분명,성별명,학위취득국가명,국가명,대학교연령명,전임교원직위명,학과명,겸직기관명,사외이사기간월수,사외이사회사명,보직여부,연금가입여부,타대학근무경험여부,본교출신여부,임상강의여부,징계기간월수,징계사유내용,징계처분년도,안식년횟수,안식년기간월수,현직위승진일자,임용종료일자,겸직기간월수,동일전공여부,주당전공실기수업시간,주당전공이론수업시간,최근근무대학근무기간월수,기금교수여부,학위취득년도,임용시작일자,본대학근무년수,주당전공수업시간,주당교양수업시간,담당과목명,타대학근무년수,산업체근무년수,파견연장기간월수,파견당초기간월수,파견직위명,파견사유내용,복직일자,퇴직일자,휴직횟수,휴직기간월수,휴직일자,재임용횟수,재임용일자,신규채용여부,단과대학명,학위과정구분명,전공명,시도명,기준소득월액구간명,호봉명,교원동태구분명,주당학점인정강의수업시간,교원수",,Y,,3,primary,catalogued_not_downloaded,
"고등교육통계(7종, 102테이블)",77,고등교육통계,교직원,0302,겸임및초빙교원현황,전체,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2013,대학·학과,"조사년도,학교구분명,본직담당업무명,타대학근무담당시간,직장건강보험가입여부,본교출신여부,임용시작일자,주당전공수업시간,주당교양수업시간,일련번호,성별명,대학교연령명,전임교원직위명,학과명,학위과정구분명,임용여부명,재원구분명,전공명,연간보수액구간명,담당과목명,겸임및초빙교원_주당전공이론수업시간,겸임및초빙교원_주당전공실기수업시간",,Y,,3,primary,catalogued_not_downloaded,
"고등교육통계(7종, 102테이블)",78,고등교육통계,교직원,0302,겸임및초빙교원현황,전체,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2014~2025,대학·학과,"조사년도,학교구분명,성별명,학위취득국가명,대학교연령명,학과명,타대학근무담당시간,타대학강의여부,본직전화번호,최종학위취득년도,최종학위전공명,본직담당업무명,단과대학명,학위과정구분명,임용여부명,재원구분명,전공명,교원직위명,연간보수액구간명,건수",,Y,,3,primary,catalogued_not_downloaded,
"고등교육통계(7종, 102테이블)",79,고등교육통계,교직원,0303,기타교원현황,전체,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2013,대학·학과,"조사년도,학교구분명,성별명,국가명,출신학교국가명,대학교연령명,학과명,임용종료일자,연금가입여부,직장건강보험가입여부,본교출신여부,담당과목명,일련번호,학위과정구분명,임용여부명,재원구분명,전공명,시도명,연간보수액구간명,기타교원_주당전공이론수업시간,기타교원_주당전공실기수업시간,기타교원_주당전공수업시간,기타교원_주당교양수업시간",,Y,,3,primary,catalogued_not_downloaded,"(겸임,초빙교원,시간강사 제외한 비전임 교원)"
"고등교육통계(7종, 102테이블)",80,고등교육통계,교직원,0303,기타교원현황,전체,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2014~2022,대학·학과,"조사년도,학교구분명,성별명,국가명,출신학교국가명,대학교연령명,전임교원직위명,학과명,임용종료일자,연금가입여부,직장건강보험가입여부,임용시작일자,개인번호,담당과목명,본교출신여부,단과대학명,학위과정구분명,임용여부명,재원구분명,전공명,시도명,연간보수액구간명,기타교원_주당교양수업시간,기타교원_주당전공수업시간,기타교원_주당전공이론수업시간,기타교원_주당전공실기수업시간,연간보수금액",,Y,,3,primary,catalogued_not_downloaded,
"고등교육통계(7종, 102테이블)",81,고등교육통계,교직원,0304,재직교원정현원현황,전체,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2014~2022,대학·학교,"조사년도,학교구분명,시도명,교원직위명,여자외국인교원수,남자외국인교원수,여자교원수,남자교원수,재직교원정현원_정원수",,Y,,3,primary,catalogued_not_downloaded,
"고등교육통계(7종, 102테이블)",82,고등교육통계,교직원,0305,직원현황_교직원,전체,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2023,대학·학교,"조사년도,학교구분명,직종명,직종상세명,시도명,부설및병설학교현원수,대학교여자현원수,대학교남자현원수,직원_정원수",,Y,,3,primary,catalogued_not_downloaded,
"고등교육통계(7종, 102테이블)",83,고등교육통계,교직원,0306,시간강사인원현황,전체,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2013,대학·학교,"조사년도,학교구분명,시도명,계약기간1년이상시간강사수,계약기간1년시간강사수,계약기간6개월이내시간강사수,겸업시간강사수,전업시간강사수,박사시간강사수,박사수료시간강사수,석사이하시간강사수,의학환산인원수,의학주당담당시간수,1개학교출강시간강사수,2개학교출강시간강사수,3개학교이상출강시간강사수,30세이하시간강사수,31세이상40세이하시간강사수,40세초과시간강사수,시간당보수시간강사수,정액제시간강사수,주당3시간미만시간강사수,주당3시간이상6시간이하시간강사수,주당7시간이상9시간이하시간강사수,주당9시간초과시간강사수,의학여자시간강사수,의학남자시간강사수,인문사회남자시간강사수,인문사회여자시간강사수,인문사회주당담당시간수,인문사회환산인원수,자연과학남자시간강사수,자연과학여자시간강사수,자연과학주당담당시간수,자연과학환산인원수,공학남자시간강사수,공학여자시간강사수,공학주당담당시간수,공학환산인원수,예체능남자시간강사수,예체능여자시간강사수,예체능주당담당시간수,예체능환산인원수",,Y,,3,primary,catalogued_not_downloaded,
"고등교육통계(7종, 102테이블)",84,고등교육통계,교직원,0306,시간강사인원현황,전체,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2014~2022,대학·학과,"조사년도,학교구분명,시도명,성별명,단과대학명,주당3시간미만시간강사수,정액제시간강사수,시간당보수시간강사수,3개학교이상출강시간강사수,2개학교출강시간강사수,1개학교출강시간강사수,겸업시간강사수,전업시간강사수,의학주당전공통합수업시간수,의학주당전공실기수업시간수,의학주당전공이론수업시간수,의학주당교양수업시간수,주당3시간이상6시간이하시간강사수,주당7시간이상9시간이하시간강사수,주당9시간초과시간강사수,석사이하시간강사수,박사수료시간강사수,박사시간강사수,30세이하시간강사수,31세이상40세이하시간강사수,40세초과시간강사수,계약기간6개월이내시간강사수,계약기간1년시간강사수,계약기간1년이상시간강사수,의학시간강사수,예체능주당전공통합수업시간수,예체능주당전공실기수업시간수,인문사회시간강사수,인문사회주당교양수업시간수,인문사회주당전공이론수업시간수,인문사회주당전공실기수업시간수,인문사회주당전공통합수업시간수,자연과학시간강사수,예체능주당전공이론수업시간수,예체능주당교양수업시간수,예체능시간강사수,공학주당전공통합수업시간수,공학주당전공실기수업시간수,공학주당전공이론수업시간수,공학주당교양수업시간수,공학시간강사수,자연과학주당전공통합수업시간수,자연과학주당전공실기수업시간수,자연과학주당전공이론수업시간수,자연과학주당교양수업시간수",,Y,,3,primary,catalogued_not_downloaded,
"고등교육통계(7종, 102테이블)",85,고등교육통계,교직원,0307,전임교원출신현황,전체,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2013,대학·학교,"조사년도,학교구분명,시도명,전임교원출신_전임교원수",,Y,,3,primary,catalogued_not_downloaded,
"고등교육통계(7종, 102테이블)",86,고등교육통계,교직원,0307,전임교원출신현황,전체,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2014~2025,대학·학과,"조사년도,학교구분명,시도명,성별명,전임교원직위명,학과명,동일전공여부,본교출신여부,전공명,전임교원출신_전임교원수",,Y,,3,primary,catalogued_not_downloaded,
"고등교육통계(7종, 102테이블)",87,고등교육통계,교직원,0308,외국인전임교원현황_전공계열별,전체,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2013,대학·학교,"조사년도,학교구분명,본분교명,전임교원직위명,성별명,계열구분명,외국인전임교원_전공계열별_전임교원수",,Y,,3,primary,catalogued_not_downloaded,
"고등교육통계(7종, 102테이블)",88,고등교육통계,교직원,0309,외국인전임교원현황_국가별,전체,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2013,대학·학교,"조사년도,학교구분명,계열구분명,성별명,겸임초빙구분명,비전임교직원구분명,외국인비전임교원_전공계열별_비전임교원수",,Y,,3,primary,catalogued_not_downloaded,
"고등교육통계(7종, 102테이블)",89,고등교육통계,교직원,0310,외국인비전임교원현황_전공계열별,전체,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2013,대학·학교,"조사년도,학교구분명,본분교명,전임교원직위명,성별명,계열구분명,외국인전임교원_전공계열별_전임교원수",,Y,,3,primary,catalogued_not_downloaded,
"고등교육통계(7종, 102테이블)",90,고등교육통계,교직원,0311,외국인비전임교원현황_국가별,전체,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2013,대학·학교,"조사년도,학교구분명,성별명,겸임초빙구분명,비전임교직원구분명,외국인교원국가명,외국인비전임교원_국가별_비전임교원수",,Y,,3,primary,catalogued_not_downloaded,
"고등교육통계(7종, 102테이블)",91,고등교육통계,교직원,0312,교원주당수업시수현황_과목및시간,전체,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2013,대학·학교,"조사년도,학교구분명,시도명,계열구분명,학기구분명,교원주당수업시수_주당전공수업시간,교원주당수업시수_주당전공실기수업시간,교원주당수업시수_주당전공이론수업시간,교원주당수업시수_주당교양수업시간,주당전공개설과목수,주당전공실기개설과목수,주당전공이론개설과목수,주당교양개설과목수",,Y,,3,primary,catalogued_not_downloaded,
"고등교육통계(7종, 102테이블)",92,고등교육통계,교직원,0312,교원주당수업시수현황_과목및시간,전체,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2014~2022,대학·학교,"조사년도,학교구분명,시도명,계열구분명,교원교양전공구분명,학기구분명,주당수업시간,주당개설과목수",,Y,,3,primary,catalogued_not_downloaded,
"고등교육통계(7종, 102테이블)",93,고등교육통계,교직원,0313,교원주당수업시수현황_인원,전체,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2013,대학·학교,"조사년도,학교구분명,시도명,교원구분명,학기구분명,주당전공수강학생수,주당전공실시수강학생수,주당전공이론수강학생수,주당교양수강학생수",,Y,,3,primary,catalogued_not_downloaded,
"고등교육통계(7종, 102테이블)",94,고등교육통계,교직원,0313,교원주당수업시수현황_인원,전체,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2014~2022,대학·학교,"조사년도,학교구분명,시도명,계열구분명,학기구분명,교원교양전공구분명,주당수강학생수",,Y,,3,primary,catalogued_not_downloaded,
"고등교육통계(7종, 102테이블)",95,고등교육통계,교직원,0314,교원급여및수업시수현황,전체,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2014,대학·학교,"조사년도,학교구분명,시도명,교원직위구분명,평균주당수업시수,최저주당수업시수,최고주당수업시수,평균연간급여액,최저연간급여액,최고연간급여액,교원급여및수업시수_전임교원수",,Y,,3,primary,catalogued_not_downloaded,
"고등교육통계(7종, 102테이블)",96,고등교육통계,교직원,0315,교원현황_대학원대학,대학,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2014~2022,대학·학교,"조사년도,학교구분명,시도명,계열구분명,대학원대학_시간강사환산인원수,대학원대학_비전임교원환산인원수,대학원대학_정원대비재학겸임초빙교원수,대학원대학_정원대비편제겸임초빙교원수,대학원대학_재학초빙교원인정인원수,대학원대학_편제초빙교원인정인원수,대학원대학_재학겸임교원인정인원수,대학원대학_편제겸임교원인정인원수,대학원대학_초빙교원환산인원수,대학원대학_겸임교원환산인원수,대학원대학_재학학부학생수,대학원대학_편제학부학생수",,Y,,3,primary,catalogued_not_downloaded,
"고등교육통계(7종, 102테이블)",97,고등교육통계,교직원,0316,교원현황_일반대학,일반대학,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2014~2022,대학·학교,"조사년도,학교구분명,계열구분명,시도명,시간강사환산인원수,비전임교원환산인원수,정원대비재학겸임초빙교원수,정원대비편제겸임초빙교원수,재학초빙교원인정인원수,편제초빙교원인정인원수,재학겸임교원인정인원수,편제겸임교원인정인원수,초빙교원환산인원수,겸임교원환산인원수,재학학부학생수,편제학부학생수",,Y,,3,primary,catalogued_not_downloaded,
"고등교육통계(7종, 102테이블)",98,고등교육통계,교직원,0317,교원현황_산업대학,산업대학,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2014~2022,대학·학교,"조사년도,학교구분명,시도명,계열구분명,시간강사환산인원수,비전임교원환산인원수,정원대비재학겸임초빙교원수,정원대비편제겸임초빙교원수,재학초빙교원인정인원수,편제초빙교원인정인원수,재학겸임교원인정인원수,편제겸임교원인정인원수,초빙교원환산인원수,겸임교원환산인원수,재학학부학생수,편제학부학생수",,Y,,3,primary,catalogued_not_downloaded,"17, 18, 19년 데이터 없음"
"고등교육통계(7종, 102테이블)",99,고등교육통계,교직원,0318,교원현황_전문대_위탁생미포함,전문대학,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2013,대학·학교,"조사년도,학교구분명,시도명,계열구분명,초빙교원인정재학생인원수,전임편제정원교원확보율,전임및재학생교원확보율,겸임포함편제정원교원확보율,겸임포함재학생교원확보율,초빙포함편제정원교원확보율,초빙포함재학생교원확보율,전문대_위탁생미포함_초빙포함편제정원교원1인당학생수,전문대_위탁생미포함_초빙포함재학생교원1인당학생수,전문대_위탁생미포함_전임편제정원교원1인당학생수,전문대_위탁생미포함_전임및재학생교원1인당학생수,전문대_위탁생미포함_겸임포함편제정원교원1인당학생수,전문대_위탁생미포함_겸임포함재학생교원1인당학생수,초빙교원인정편제인원수,겸임교원인정재학생인원수,전문대_위탁생미포함_편제겸임교원인정인원수,전문대_위탁생미포함_편제학생수,전문대_위탁생미포함_편제교원법정정원수,겸임포함재학생교원1인당학생수_2014년이후,전문대_위탁생미포함_겸임교원환산인원수,전문대_위탁생미포함_초빙교원환산인원수",,Y,,3,primary,catalogued_not_downloaded,
"고등교육통계(7종, 102테이블)",100,고등교육통계,교직원,0318,교원현황_전문대_위탁생미포함,전문대학,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2014~2016,대학·학교,"조사년도,학교구분명,시도명,계열구분명,전문대_위탁생미포함_재학초빙포함교원확보율,전문대_위탁생미포함_초빙포함편제정원교원1인당학생수,전문대_위탁생미포함_초빙포함재학생교원1인당학생수,전문대_위탁생미포함_전임편제정원교원1인당학생수,전문대_위탁생미포함_전임및재학생교원1인당학생수,겸임포함편제정원교원1인당학생수,겸임포함재학생교원1인당학생수,전문대_위탁생미포함_편제겸임교원인정인원수,전문대_위탁생미포함_재학겸임교원인정인원수,전문대_위탁생미포함_편제초빙교원인정인원수,전문대_위탁생미포함_재학초빙교원인정인원수,전문대_위탁생미포함_편제초빙포함교원확보율,전문대_위탁생미포함_재학겸임포함교원확보율,전문대_위탁생미포함_편제학생수,전문대_위탁생미포함_편제교원법정정원수,전문대_위탁생미포함_위탁생포함재학생교원법정정원수,전문대_위탁생미포함_겸임교원환산인원수,전문대_위탁생미포함_초빙교원환산인원수,전문대_위탁생미포함_편제전임교원확보율,전문대_위탁생미포함_재학전임교원확보율,전문대_위탁생미포함_편제겸임포함교원확보율",,Y,,3,primary,catalogued_not_downloaded,
"고등교육통계(7종, 102테이블)",101,고등교육통계,교직원,0319,교원현황_전문대_위탁생포함,전문대학,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2013,대학·학교,"조사년도,학교구분명,시도명,계열구분명,전문대_재학초빙교원인정인원수,전문대_편제전임교원확보율,전문대_재학전임교원확보율,전문대_편제겸임포함교원확보율,전문대_재학겸임포함교원확보율,전문대_편제초빙포함교원확보율,전문대_재학초빙포함교원확보율,전문대_초빙포함편제정원교원1인당학생수,전문대_초빙포함재학생교원1인당학생수,전문대_전임편제정원교원1인당학생수,전문대_전임및재학생교원1인당학생수,겸임포함편제정원교원1인당학생수,겸임포함재학생교원1인당학생수,전문대_편제초빙교원인정인원수,전문대_재학겸임교원인정인원수,전문대_편제겸임교원인정인원수,전문대_편제학생수,전문대_편제교원법정정원수,위탁생포함재학생교원법정정원수,전문대_겸임교원환산인원수,전문대_초빙교원환산인원수",,Y,,3,primary,catalogued_not_downloaded,
"고등교육통계(7종, 102테이블)",102,고등교육통계,교직원,0319,교원현황_전문대_위탁생포함,전문대학,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2014~2016,대학·학교,"조사년도,학교구분명,시도명,계열구분명,전문대_위탁생포함_위탁생포함재학생교원법정정원수,전문대_위탁생포함_겸임교원환산인원수,전문대_위탁생포함_초빙교원환산인원수,전문대_위탁생포함_편제전임교원확보율,전문대_위탁생포함_재학전임교원확보율,전문대_위탁생포함_편제겸임포함교원확보율,전문대_위탁생포함_재학초빙포함교원확보율,전문대_위탁생포함_초빙포함편제정원교원1인당학생수,전문대_위탁생포함_초빙포함재학생교원1인당학생수,전문대_위탁생포함_전임편제정원교원1인당학생수,전문대_위탁생포함_전임및재학생교원1인당학생수,겸임포함편제정원교원1인당학생수,겸임포함재학생교원1인당학생수,전문대_위탁생포함_편제겸임교원인정인원수,전문대_위탁생포함_재학겸임교원인정인원수,전문대_위탁생포함_편제초빙교원인정인원수,전문대_위탁생포함_재학초빙교원인정인원수,전문대_위탁생포함_편제초빙포함교원확보율,전문대_위탁생포함_재학겸임포함교원확보율,전문대_위탁생포함_편제학생수,전문대_위탁생포함_편제교원법정정원수",,Y,,3,primary,catalogued_not_downloaded,
"고등교육통계(7종, 102테이블)",103,고등교육통계,교직원,0320,교원현황_전문대_학과별,전문대학,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2022,대학·학과,"조사년도,학교구분명,학과명,계열구분명,시도명,전문대_학과별_편제겸임포함교원확보율,전문대_학과별_재학겸임포함교원확보율,전문대_학과별_편제초빙포함교원확보율,전문대_학과별_재학초빙포함교원확보율,편제전임교원1인당학생수,재학전임교원1인당학생수,편제겸임포함교원1인당학생수,재학겸임포함교원1인당학생수,편제초빙포함교원1인당학생수,재학초빙포함교원1인당학생수,전문대_학과별_재학전임교원확보율,전문대_학과별_편제전임교원확보율,전문대_학과별_편제학생수,전문대_학과별_편제교원법정정원수,위탁생포함재학교원법정정원수,전문대_학과별_겸임교원환산인원수,전문대_학과별_초빙교원환산인원수",,Y,,3,primary,catalogued_not_downloaded,
"고등교육통계(7종, 102테이블)",104,고등교육통계,교직원,0321,교수교육훈련현황,대학,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2013,대학·학교,"조사년도,학교구분명,시도명,교수교육_교외국외프로그램참가인원수,교수교육_교외국내프로그램참가인원수,교수교육_교내국외프로그램참가인원수,교수교육_교내국내프로그램참가인원수",,Y,,3,primary,catalogued_not_downloaded,
"고등교육통계(7종, 102테이블)",105,고등교육통계,교직원,0321,교수교육훈련현황,대학,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2014~2022,대학·학교,"조사년도,학교구분명,시도명,교수교직원구분명,교외국외프로그램참가인원수,교외국내프로그램참가인원수,교내국외프로그램참가인원수,교내국내프로그램참가인원수",,Y,,3,primary,catalogued_not_downloaded,
"고등교육통계(7종, 102테이블)",106,고등교육통계,교직원,0322,교원자격증발급현황,대학,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2015~2025,대학·학교,"조사년도,학교구분명,학생수",,Y,,3,primary,catalogued_not_downloaded,
"고등교육통계(7종, 102테이블)",107,고등교육통계,교직원,0323,국립대학배정정원및채용현황,대학,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2022,대학·학교,"조사년도,학교구분명,배정인원수,미채용인원수,채용인원수",,Y,,3,primary,catalogued_not_downloaded,
"고등교육통계(7종, 102테이블)",108,고등교육통계,교직원,0324,직원연수및교육훈련실적_교원제외,대학,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2013,대학·학교,"조사년도,학교구분명,교원제외_교외국외프로그램참가인원수,교원제외_교외국내프로그램참가인원수,교원제외_교내국외프로그램참가인원수,교원제외_교내국내프로그램참가인원수",,Y,,3,primary,catalogued_not_downloaded,
"고등교육통계(7종, 102테이블)",109,고등교육통계,교직원,0325,전임교원재임용현황,전문대학,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2012,대학·학교,"조사년도,학교구분명,전임교원재임용_기타탈락인원수,전임교원재임용_자격미달탈락인원수,전임교원재임용_해외연수탈락인원수,전임교원재임용_연구실적물부족탈락인원수,전임강사재임용대상인원수,조교수재임용대상인원수,부교수재임용대상인원수,교수재임용대상인원수",,Y,,3,primary,catalogued_not_downloaded,
"고등교육통계(7종, 102테이블)",110,고등교육통계,교직원,0326,전임교원승진현황,전문대학,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2012,대학·학교,"조사년도,학교구분명,전임교원승진_기타탈락인원수,전임교원승진_자격미달탈락인원수,전임교원승진_해외연수탈락인원수,전임교원승진_연구실적물부족탈락인원수,전임강사승진대상인원수,조교수승진대상인원수,부교수승진대상인원수,교수승진대상인원수",,Y,,3,primary,catalogued_not_downloaded,
"고등교육통계(7종, 102테이블)",111,고등교육통계,교직원,0327,교직원연수현황,전문대학,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2015,대학·학교,"조사년도,학교구분명,시도명,교직원연수종류구분명,교직원연수직업구분명,교직원연수주관구분명,교직원연수횟수,지출경비,교직원연수시간,참여인원수",,Y,,3,primary,catalogued_not_downloaded,
