source,major_area,domn_code,dataset,advertised_years,original_field,korean_meaning,data_type,unit,missing_value_definition,definition_status
교육통계,공통,16170,학교속성,2009~2025,조사년도,조사년도,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17021,교원현황_전문대_위탁생미포함,2014~2016,전문대_위탁생미포함_편제겸임포함교원확보율,전문대_위탁생미포함_편제겸임포함교원확보율,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17039,교원현황_전문대_위탁생포함,2009~2013,조사년도,조사년도,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17039,교원현황_전문대_위탁생포함,2009~2013,학교구분명,학교구분명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17039,교원현황_전문대_위탁생포함,2009~2013,시도명,시도명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17039,교원현황_전문대_위탁생포함,2009~2013,계열구분명,계열구분명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17039,교원현황_전문대_위탁생포함,2009~2013,전문대_재학초빙교원인정인원수,전문대_재학초빙교원인정인원수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17039,교원현황_전문대_위탁생포함,2009~2013,전문대_편제전임교원확보율,전문대_편제전임교원확보율,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17039,교원현황_전문대_위탁생포함,2009~2013,전문대_재학전임교원확보율,전문대_재학전임교원확보율,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17039,교원현황_전문대_위탁생포함,2009~2013,전문대_편제겸임포함교원확보율,전문대_편제겸임포함교원확보율,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17039,교원현황_전문대_위탁생포함,2009~2013,전문대_재학겸임포함교원확보율,전문대_재학겸임포함교원확보율,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17039,교원현황_전문대_위탁생포함,2009~2013,전문대_편제초빙포함교원확보율,전문대_편제초빙포함교원확보율,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17039,교원현황_전문대_위탁생포함,2009~2013,전문대_재학초빙포함교원확보율,전문대_재학초빙포함교원확보율,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17039,교원현황_전문대_위탁생포함,2009~2013,전문대_초빙포함편제정원교원1인당학생수,전문대_초빙포함편제정원교원1인당학생수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17039,교원현황_전문대_위탁생포함,2009~2013,전문대_초빙포함재학생교원1인당학생수,전문대_초빙포함재학생교원1인당학생수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17039,교원현황_전문대_위탁생포함,2009~2013,전문대_전임편제정원교원1인당학생수,전문대_전임편제정원교원1인당학생수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17039,교원현황_전문대_위탁생포함,2009~2013,전문대_전임및재학생교원1인당학생수,전문대_전임및재학생교원1인당학생수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17039,교원현황_전문대_위탁생포함,2009~2013,겸임포함편제정원교원1인당학생수,겸임포함편제정원교원1인당학생수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17039,교원현황_전문대_위탁생포함,2009~2013,겸임포함재학생교원1인당학생수,겸임포함재학생교원1인당학생수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17039,교원현황_전문대_위탁생포함,2009~2013,전문대_편제초빙교원인정인원수,전문대_편제초빙교원인정인원수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17039,교원현황_전문대_위탁생포함,2009~2013,전문대_재학겸임교원인정인원수,전문대_재학겸임교원인정인원수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17039,교원현황_전문대_위탁생포함,2009~2013,전문대_편제겸임교원인정인원수,전문대_편제겸임교원인정인원수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17039,교원현황_전문대_위탁생포함,2009~2013,전문대_편제학생수,전문대_편제학생수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17039,교원현황_전문대_위탁생포함,2009~2013,전문대_편제교원법정정원수,전문대_편제교원법정정원수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17039,교원현황_전문대_위탁생포함,2009~2013,위탁생포함재학생교원법정정원수,위탁생포함재학생교원법정정원수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17039,교원현황_전문대_위탁생포함,2009~2013,전문대_겸임교원환산인원수,전문대_겸임교원환산인원수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17039,교원현황_전문대_위탁생포함,2009~2013,전문대_초빙교원환산인원수,전문대_초빙교원환산인원수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17022,교원현황_전문대_위탁생포함,2014~2024,조사년도,조사년도,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17022,교원현황_전문대_위탁생포함,2014~2024,학교구분명,학교구분명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17022,교원현황_전문대_위탁생포함,2014~2024,시도명,시도명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17022,교원현황_전문대_위탁생포함,2014~2024,계열구분명,계열구분명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17022,교원현황_전문대_위탁생포함,2014~2024,전문대_위탁생포함_위탁생포함재학생교원법정정원수,전문대_위탁생포함_위탁생포함재학생교원법정정원수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17022,교원현황_전문대_위탁생포함,2014~2024,전문대_위탁생포함_겸임교원환산인원수,전문대_위탁생포함_겸임교원환산인원수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17022,교원현황_전문대_위탁생포함,2014~2024,전문대_위탁생포함_초빙교원환산인원수,전문대_위탁생포함_초빙교원환산인원수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17022,교원현황_전문대_위탁생포함,2014~2024,전문대_위탁생포함_편제전임교원확보율,전문대_위탁생포함_편제전임교원확보율,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17022,교원현황_전문대_위탁생포함,2014~2024,전문대_위탁생포함_재학전임교원확보율,전문대_위탁생포함_재학전임교원확보율,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17022,교원현황_전문대_위탁생포함,2014~2024,전문대_위탁생포함_편제겸임포함교원확보율,전문대_위탁생포함_편제겸임포함교원확보율,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17022,교원현황_전문대_위탁생포함,2014~2024,전문대_위탁생포함_재학초빙포함교원확보율,전문대_위탁생포함_재학초빙포함교원확보율,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17022,교원현황_전문대_위탁생포함,2014~2024,전문대_위탁생포함_초빙포함편제정원교원1인당학생수,전문대_위탁생포함_초빙포함편제정원교원1인당학생수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17022,교원현황_전문대_위탁생포함,2014~2024,전문대_위탁생포함_초빙포함재학생교원1인당학생수,전문대_위탁생포함_초빙포함재학생교원1인당학생수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17022,교원현황_전문대_위탁생포함,2014~2024,전문대_위탁생포함_전임편제정원교원1인당학생수,전문대_위탁생포함_전임편제정원교원1인당학생수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17022,교원현황_전문대_위탁생포함,2014~2024,전문대_위탁생포함_전임및재학생교원1인당학생수,전문대_위탁생포함_전임및재학생교원1인당학생수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17022,교원현황_전문대_위탁생포함,2014~2024,겸임포함편제정원교원1인당학생수,겸임포함편제정원교원1인당학생수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17022,교원현황_전문대_위탁생포함,2014~2024,겸임포함재학생교원1인당학생수,겸임포함재학생교원1인당학생수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17022,교원현황_전문대_위탁생포함,2014~2024,전문대_위탁생포함_편제겸임교원인정인원수,전문대_위탁생포함_편제겸임교원인정인원수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17022,교원현황_전문대_위탁생포함,2014~2024,전문대_위탁생포함_재학겸임교원인정인원수,전문대_위탁생포함_재학겸임교원인정인원수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17022,교원현황_전문대_위탁생포함,2014~2024,전문대_위탁생포함_편제초빙교원인정인원수,전문대_위탁생포함_편제초빙교원인정인원수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17022,교원현황_전문대_위탁생포함,2014~2024,전문대_위탁생포함_재학초빙교원인정인원수,전문대_위탁생포함_재학초빙교원인정인원수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17022,교원현황_전문대_위탁생포함,2014~2024,전문대_위탁생포함_편제초빙포함교원확보율,전문대_위탁생포함_편제초빙포함교원확보율,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17022,교원현황_전문대_위탁생포함,2014~2024,전문대_위탁생포함_재학겸임포함교원확보율,전문대_위탁생포함_재학겸임포함교원확보율,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17022,교원현황_전문대_위탁생포함,2014~2024,전문대_위탁생포함_편제학생수,전문대_위탁생포함_편제학생수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17022,교원현황_전문대_위탁생포함,2014~2024,전문대_위탁생포함_편제교원법정정원수,전문대_위탁생포함_편제교원법정정원수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17040,교원현황_전문대_학과별,2009~2022,조사년도,조사년도,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17040,교원현황_전문대_학과별,2009~2022,학교구분명,학교구분명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17040,교원현황_전문대_학과별,2009~2022,학과명,학과명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17040,교원현황_전문대_학과별,2009~2022,계열구분명,계열구분명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17040,교원현황_전문대_학과별,2009~2022,시도명,시도명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17040,교원현황_전문대_학과별,2009~2022,전문대_학과별_편제겸임포함교원확보율,전문대_학과별_편제겸임포함교원확보율,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17040,교원현황_전문대_학과별,2009~2022,전문대_학과별_재학겸임포함교원확보율,전문대_학과별_재학겸임포함교원확보율,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17040,교원현황_전문대_학과별,2009~2022,전문대_학과별_편제초빙포함교원확보율,전문대_학과별_편제초빙포함교원확보율,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17040,교원현황_전문대_학과별,2009~2022,전문대_학과별_재학초빙포함교원확보율,전문대_학과별_재학초빙포함교원확보율,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17040,교원현황_전문대_학과별,2009~2022,편제전임교원1인당학생수,편제전임교원1인당학생수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17040,교원현황_전문대_학과별,2009~2022,재학전임교원1인당학생수,재학전임교원1인당학생수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17040,교원현황_전문대_학과별,2009~2022,편제겸임포함교원1인당학생수,편제겸임포함교원1인당학생수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17040,교원현황_전문대_학과별,2009~2022,재학겸임포함교원1인당학생수,재학겸임포함교원1인당학생수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17040,교원현황_전문대_학과별,2009~2022,편제초빙포함교원1인당학생수,편제초빙포함교원1인당학생수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17040,교원현황_전문대_학과별,2009~2022,재학초빙포함교원1인당학생수,재학초빙포함교원1인당학생수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17040,교원현황_전문대_학과별,2009~2022,전문대_학과별_재학전임교원확보율,전문대_학과별_재학전임교원확보율,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17040,교원현황_전문대_학과별,2009~2022,전문대_학과별_편제전임교원확보율,전문대_학과별_편제전임교원확보율,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17040,교원현황_전문대_학과별,2009~2022,전문대_학과별_편제학생수,전문대_학과별_편제학생수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17040,교원현황_전문대_학과별,2009~2022,전문대_학과별_편제교원법정정원수,전문대_학과별_편제교원법정정원수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17040,교원현황_전문대_학과별,2009~2022,위탁생포함재학교원법정정원수,위탁생포함재학교원법정정원수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17040,교원현황_전문대_학과별,2009~2022,전문대_학과별_겸임교원환산인원수,전문대_학과별_겸임교원환산인원수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17040,교원현황_전문대_학과별,2009~2022,전문대_학과별_초빙교원환산인원수,전문대_학과별_초빙교원환산인원수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17041,교수교육훈련현황,2009~2013,조사년도,조사년도,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17041,교수교육훈련현황,2009~2013,학교구분명,학교구분명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17041,교수교육훈련현황,2009~2013,시도명,시도명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17041,교수교육훈련현황,2009~2013,교수교육_교외국외프로그램참가인원수,교수교육_교외국외프로그램참가인원수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17041,교수교육훈련현황,2009~2013,교수교육_교외국내프로그램참가인원수,교수교육_교외국내프로그램참가인원수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17041,교수교육훈련현황,2009~2013,교수교육_교내국외프로그램참가인원수,교수교육_교내국외프로그램참가인원수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17041,교수교육훈련현황,2009~2013,교수교육_교내국내프로그램참가인원수,교수교육_교내국내프로그램참가인원수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17023,교수교육훈련현황,2014~2022,조사년도,조사년도,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17023,교수교육훈련현황,2014~2022,학교구분명,학교구분명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17023,교수교육훈련현황,2014~2022,시도명,시도명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17023,교수교육훈련현황,2014~2022,교수교직원구분명,교수교직원구분명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17023,교수교육훈련현황,2014~2022,교외국외프로그램참가인원수,교외국외프로그램참가인원수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17023,교수교육훈련현황,2014~2022,교외국내프로그램참가인원수,교외국내프로그램참가인원수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17023,교수교육훈련현황,2014~2022,교내국외프로그램참가인원수,교내국외프로그램참가인원수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17023,교수교육훈련현황,2014~2022,교내국내프로그램참가인원수,교내국내프로그램참가인원수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17042,교원자격증발급현황,2015~2025,조사년도,조사년도,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17042,교원자격증발급현황,2015~2025,학교구분명,학교구분명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17042,교원자격증발급현황,2015~2025,학생수,학생수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17043,국립대학배정정원및채용현황,2009~2022,조사년도,조사년도,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17043,국립대학배정정원및채용현황,2009~2022,학교구분명,학교구분명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17043,국립대학배정정원및채용현황,2009~2022,배정인원수,배정인원수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17043,국립대학배정정원및채용현황,2009~2022,미채용인원수,미채용인원수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17043,국립대학배정정원및채용현황,2009~2022,채용인원수,채용인원수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17044,직원연수및교육훈련실적_교원제외,2009~2013,조사년도,조사년도,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17044,직원연수및교육훈련실적_교원제외,2009~2013,학교구분명,학교구분명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17044,직원연수및교육훈련실적_교원제외,2009~2013,교원제외_교외국외프로그램참가인원수,교원제외_교외국외프로그램참가인원수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
고등교육통계,교직원,17044,직원연수및교육훈련실적_교원제외,2009~2013,교원제외_교외국내프로그램참가인원수,교원제외_교외국내프로그램참가인원수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
